,r,b,swpd,livre,buffer,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,name,date,time
3540,0,0,0,1840072,64956,51376,0,0,1,14,185,65,0,0,99,0,-1,neo-slayer,2018-05-02,14:40:01
3541,0,0,0,1839948,64980,51384,0,0,0,11,228,64,0,0,99,0,-1,neo-slayer,2018-05-02,14:40:01
3542,0,0,0,1839948,64992,51392,0,0,0,9,210,63,0,0,99,0,-1,neo-slayer,2018-05-02,14:40:01
3543,0,0,0,1839544,65000,51408,0,0,0,15,403,68,0,0,99,0,-1,neo-slayer,2018-05-02,14:40:01
3544,0,0,0,1839948,65032,51412,0,0,0,14,626,66,0,0,99,0,-1,neo-slayer,2018-05-02,14:40:01
3545,0,0,0,1839824,65060,51416,0,0,0,14,269,63,0,0,100,0,-1,neo-slayer,2018-05-02,14:40:01
3546,0,0,0,1839824,65092,51424,0,0,0,15,174,66,0,0,99,1,-1,neo-slayer,2018-05-02,14:40:01
3547,0,0,0,1838816,65112,51432,0,0,0,15,364,71,1,0,99,0,-1,neo-slayer,2018-05-02,14:40:01
3548,0,0,0,1838940,65128,51444,0,0,0,7,279,60,0,0,99,0,-1,neo-slayer,2018-05-02,14:40:01
3549,0,0,0,1838816,65152,51452,0,0,0,14,1089,62,0,0,99,0,-1,neo-slayer,2018-05-02,14:40:01
3550,0,0,0,1838940,65160,51456,0,0,0,11,2348,64,0,0,99,0,-1,neo-slayer,2018-05-02,14:40:01
3551,0,0,0,1838940,65192,51460,0,0,0,15,716,62,0,0,99,0,-1,neo-slayer,2018-05-02,14:40:01
3552,0,0,0,1838800,65212,51468,0,0,0,13,1839,61,0,0,99,1,-1,neo-slayer,2018-05-02,14:40:01
3553,0,0,0,1838800,65228,51476,0,0,0,9,704,60,0,0,99,0,-1,neo-slayer,2018-05-02,14:40:01
3554,0,0,0,1838676,65260,51484,0,0,0,15,261,63,0,0,99,1,-1,neo-slayer,2018-05-02,14:40:01
3555,0,0,0,1839552,65280,51488,0,0,0,13,1486,61,0,0,99,0,-1,neo-slayer,2018-05-02,14:40:01
3556,0,0,0,1839552,65332,51500,0,0,1,18,2273,68,0,0,99,1,-1,neo-slayer,2018-05-02,14:40:01
3557,0,0,0,1839552,65356,51508,0,0,0,13,454,64,0,0,99,1,-1,neo-slayer,2018-05-02,14:40:01
3558,0,0,0,1839552,65384,51516,0,0,0,12,1511,62,0,0,99,0,-1,neo-slayer,2018-05-02,14:40:01
3559,0,0,0,1839428,65408,51524,0,0,0,13,383,62,0,0,100,0,-1,neo-slayer,2018-05-02,14:40:01
3560,0,0,0,1839304,65424,51528,0,0,0,10,1413,62,0,0,99,0,-1,neo-slayer,2018-05-02,14:40:01
3561,0,0,0,1839536,65440,51532,0,0,0,11,581,61,0,0,99,0,-1,neo-slayer,2018-05-02,14:40:01
3562,0,0,0,1839288,65476,51536,0,0,0,14,336,63,0,0,99,0,-1,neo-slayer,2018-05-02,14:40:01
3563,1,0,0,1839320,65488,51548,0,0,1,6,384,30,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3564,0,0,0,1839164,65500,51556,0,0,0,15,1317,63,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3565,0,0,0,1839288,65524,51564,0,0,0,11,393,61,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3566,0,0,0,1839164,65536,51572,0,0,0,16,396,67,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3567,0,0,0,1839164,65556,51572,0,0,0,8,333,59,0,0,100,0,-1,neo-slayer,2018-05-02,15:00:01
3568,0,0,0,1838916,65580,51580,0,0,0,10,304,67,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3569,0,0,0,1838916,65600,51588,0,0,0,13,276,65,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3570,0,0,0,1839040,65624,51600,0,0,0,12,327,62,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3571,0,0,0,1838916,65640,51608,0,0,0,12,332,64,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3572,0,0,0,1838916,65672,51612,0,0,1,10,295,62,0,0,100,0,-1,neo-slayer,2018-05-02,15:00:01
3573,0,0,0,1838916,65696,51620,0,0,0,18,300,67,0,0,99,1,-1,neo-slayer,2018-05-02,15:00:01
3574,0,0,0,1839040,65708,51624,0,0,0,8,481,63,0,0,100,0,-1,neo-slayer,2018-05-02,15:00:01
3575,0,0,0,1838916,65732,51632,0,0,0,11,450,62,0,0,100,0,-1,neo-slayer,2018-05-02,15:00:01
3576,0,0,0,1838792,65748,51640,0,0,0,13,296,65,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3577,0,0,0,1838668,65764,51648,0,0,0,10,217,62,0,0,100,0,-1,neo-slayer,2018-05-02,15:00:01
3578,0,0,0,1838792,65796,51656,0,0,0,13,370,65,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3579,0,0,0,1838668,65812,51664,0,0,0,12,525,67,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3580,0,0,0,1838544,65828,51672,0,0,0,12,429,66,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3581,0,0,0,1838420,65848,51676,0,0,0,11,4524,63,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3582,0,0,0,1838544,65864,51680,0,0,0,10,3787,60,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3583,0,0,0,1838264,65888,51688,0,0,0,12,5741,65,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3584,0,0,0,1838544,65924,51700,0,0,0,19,3983,69,0,0,99,1,-1,neo-slayer,2018-05-02,15:00:01
3585,0,0,0,1838544,65940,51708,0,0,0,14,5504,65,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3586,0,0,0,1838544,65964,51716,0,0,0,10,1412,64,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3587,0,0,0,1838528,65984,51728,0,0,0,13,246,67,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3588,0,0,0,1838048,66020,51724,0,0,1,10,439,66,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3589,0,0,0,1838272,66052,51728,0,0,0,16,170,68,0,0,99,1,-1,neo-slayer,2018-05-02,15:00:01
3590,0,0,0,1838420,66060,51748,0,0,0,8,193,60,0,0,100,0,-1,neo-slayer,2018-05-02,15:00:01
3591,0,0,0,1838420,66080,51756,0,0,0,14,183,65,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3592,0,0,0,1838420,66092,51764,0,0,0,12,209,63,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3593,0,0,0,1838296,66116,51772,0,0,0,12,186,64,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3594,0,0,0,1838296,66144,51780,0,0,0,14,350,64,0,0,99,1,-1,neo-slayer,2018-05-02,15:00:01
3595,0,0,0,1838296,66160,51780,0,0,0,15,210,64,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3596,0,0,0,1838296,66188,51788,0,0,0,10,220,70,0,0,99,1,-1,neo-slayer,2018-05-02,15:00:01
3597,0,0,0,1838296,66204,51800,0,0,0,15,155,67,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3598,0,0,0,1838296,66228,51808,0,0,0,11,2005,67,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3599,0,0,0,1838272,66248,51824,0,0,0,13,389,67,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3600,0,0,0,1838172,66268,51824,0,0,0,14,304,70,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3601,0,0,0,1838116,66288,51844,0,0,0,15,441,65,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3602,0,0,0,1838048,66308,51840,0,0,0,10,228,61,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3603,0,0,0,1837924,66332,51848,0,0,0,11,399,61,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3604,0,0,0,1837800,66364,51856,0,0,1,19,616,69,0,0,99,1,-1,neo-slayer,2018-05-02,15:00:01
3605,0,0,0,1838016,66380,51856,0,0,0,11,250,62,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3606,0,0,0,1837924,66404,51872,0,0,0,16,297,64,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3607,0,0,0,1837908,66424,51880,0,0,0,11,638,61,0,0,100,0,-1,neo-slayer,2018-05-02,15:00:01
3608,0,0,0,1837908,66448,51892,0,0,0,14,494,65,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3609,0,0,0,1837784,66460,51900,0,0,0,12,1012,63,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3610,0,0,0,1837908,66484,51904,0,0,0,13,1082,62,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3611,0,0,0,1837784,66496,51908,0,0,0,13,838,63,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3612,0,0,0,1837884,66516,51912,0,0,0,10,1004,62,0,0,100,0,-1,neo-slayer,2018-05-02,15:00:01
3613,0,0,0,1837784,66540,51924,0,0,0,17,623,65,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3614,0,0,0,1837612,66564,51928,0,0,0,9,958,61,0,0,100,0,-1,neo-slayer,2018-05-02,15:00:01
3615,0,0,0,1837660,66580,51940,0,0,0,13,1562,62,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3616,0,0,0,1837536,66592,51948,0,0,0,10,1063,64,0,0,100,0,-1,neo-slayer,2018-05-02,15:00:01
3617,0,0,0,1837536,66612,51956,0,0,0,12,694,62,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3618,0,0,0,1837660,66644,51964,0,0,0,13,223,64,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3619,0,0,0,1837512,66656,51972,0,0,0,12,782,63,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3620,0,0,0,1837472,66676,51972,0,0,1,13,2649,61,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3621,0,0,0,1837644,66704,51980,0,0,0,11,713,61,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3622,0,0,0,1837736,66732,51988,0,0,0,11,216,62,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3623,0,0,0,1836688,66748,51996,0,0,0,15,313,64,0,0,100,0,-1,neo-slayer,2018-05-02,15:00:01
3624,0,0,0,1837216,66760,52012,0,0,0,13,1043,65,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3625,0,0,0,1837164,66780,52020,0,0,0,16,652,57,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3626,0,0,0,1837148,66808,52024,0,0,0,12,370,65,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3627,0,0,0,1837396,66816,52036,0,0,0,11,1123,67,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3628,0,0,0,1837396,66836,52032,0,0,0,14,1609,63,0,0,99,1,-1,neo-slayer,2018-05-02,15:00:01
3629,0,0,0,1837272,66848,52044,0,0,0,8,457,63,0,0,100,0,-1,neo-slayer,2018-05-02,15:00:01
3630,0,0,0,1837272,66868,52052,0,0,0,11,213,64,0,0,100,0,-1,neo-slayer,2018-05-02,15:00:01
3631,0,0,0,1837396,66880,52060,0,0,0,14,777,64,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3632,0,0,0,1837272,66904,52068,0,0,0,18,461,72,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3633,0,0,0,1837272,66928,52072,0,0,0,13,915,69,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3634,0,0,0,1837256,66956,52076,0,0,0,11,724,66,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3635,0,0,0,1836884,66976,52092,0,0,0,8,464,61,0,0,100,0,-1,neo-slayer,2018-05-02,15:00:01
3636,0,0,0,1837008,67012,52100,0,0,1,15,1055,65,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3637,0,0,0,1837008,67020,52104,0,0,0,13,1091,63,0,0,99,0,-1,neo-slayer,2018-05-02,15:00:01
3638,0,0,0,1837008,67040,52112,0,0,0,7,276,63,0,0,100,0,-1,neo-slayer,2018-05-02,15:00:01
3639,0,0,0,1836248,67048,52124,0,0,0,12,303,63,0,0,100,0,-1,neo-slayer,2018-05-02,15:00:01
3640,0,0,0,1837008,67076,52128,0,0,0,10,319,63,0,0,100,0,-1,neo-slayer,2018-05-02,15:00:01
3641,0,0,0,1836884,67104,52136,0,0,0,11,552,62,0,0,100,0,-1,neo-slayer,2018-05-02,15:00:01
3642,0,0,0,1836884,67116,52144,0,0,0,10,447,61,0,0,100,0,-1,neo-slayer,2018-05-02,15:00:01
3643,1,0,0,1836908,67140,52152,0,0,1,6,386,30,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3644,0,0,0,1836760,67164,52160,0,0,0,20,639,67,0,0,99,1,-1,neo-slayer,2018-05-02,15:20:01
3645,0,0,0,1836884,67184,52160,0,0,0,12,2281,63,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3646,0,0,0,1836760,67200,52168,0,0,0,7,403,62,0,0,100,0,-1,neo-slayer,2018-05-02,15:20:01
3647,0,0,0,1836620,67216,52180,0,0,0,10,386,67,0,0,100,0,-1,neo-slayer,2018-05-02,15:20:01
3648,0,0,0,1836884,67240,52184,0,0,0,12,355,65,0,0,100,0,-1,neo-slayer,2018-05-02,15:20:01
3649,0,0,0,1836884,67264,52192,0,0,0,11,631,64,0,0,100,0,-1,neo-slayer,2018-05-02,15:20:01
3650,0,0,0,1836636,67276,52200,0,0,0,10,1172,63,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3651,0,0,0,1836760,67300,52208,0,0,0,16,465,65,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3652,0,0,0,1836760,67316,52216,0,0,1,7,928,62,0,0,100,0,-1,neo-slayer,2018-05-02,15:20:01
3653,0,0,0,1836512,67344,52216,0,0,0,16,227,65,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3654,0,0,0,1836512,67356,52224,0,0,0,7,1438,63,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3655,0,0,0,1836512,67376,52236,0,0,0,18,691,67,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3656,0,0,0,1836636,67392,52244,0,0,0,10,261,64,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3657,0,0,0,1836512,67400,52252,0,0,0,11,245,64,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3658,0,0,0,1836512,67412,52260,0,0,0,7,204,63,0,0,100,0,-1,neo-slayer,2018-05-02,15:20:01
3659,0,0,0,1836512,67440,52268,0,0,0,14,697,68,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3660,0,0,0,1836636,67468,52276,0,0,0,11,493,59,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3661,0,0,0,1836388,67500,52284,0,0,0,15,403,65,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3662,0,0,0,1835628,67512,52296,0,0,0,12,531,70,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3663,0,0,0,1835984,67532,52300,0,0,0,15,835,69,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3664,0,0,0,1836264,67568,52308,0,0,0,19,203,67,0,0,99,1,-1,neo-slayer,2018-05-02,15:20:01
3665,0,0,0,1836264,67604,52308,0,0,0,17,428,63,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3666,0,0,0,1836388,67624,52320,0,0,0,7,258,60,0,0,100,0,-1,neo-slayer,2018-05-02,15:20:01
3667,0,0,0,1836324,67664,52332,0,0,0,22,849,66,0,0,99,1,-1,neo-slayer,2018-05-02,15:20:01
3668,0,0,0,1836448,67696,52336,0,0,1,10,1218,61,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3669,0,0,0,1836060,67912,52392,0,0,0,76,615,134,0,0,95,5,-1,neo-slayer,2018-05-02,15:20:01
3670,0,0,0,1835936,67948,52404,0,0,0,11,469,69,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3671,0,0,0,1835688,67968,52416,0,0,0,11,452,69,0,0,100,0,-1,neo-slayer,2018-05-02,15:20:01
3672,0,0,0,1835936,67992,52432,0,0,0,15,851,69,0,0,99,1,-1,neo-slayer,2018-05-02,15:20:01
3673,0,0,0,1835936,68012,52440,0,0,0,14,1052,67,0,0,100,0,-1,neo-slayer,2018-05-02,15:20:01
3674,0,0,0,1835688,68028,52456,0,0,0,13,445,67,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3675,0,0,0,1835688,68068,52468,0,0,0,15,335,71,0,0,99,1,-1,neo-slayer,2018-05-02,15:20:01
3676,0,0,0,1835688,68084,52480,0,0,0,12,732,65,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3677,0,0,0,1835432,68104,52496,0,0,0,14,504,70,0,0,99,1,-1,neo-slayer,2018-05-02,15:20:01
3678,0,0,0,1835432,68120,52508,0,0,0,12,421,69,0,0,99,1,-1,neo-slayer,2018-05-02,15:20:01
3679,0,0,0,1835432,68152,52524,0,0,0,14,473,68,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3680,0,0,0,1835556,68172,52536,0,0,0,9,978,68,0,0,100,0,-1,neo-slayer,2018-05-02,15:20:01
3681,0,0,0,1835432,68204,52540,0,0,0,17,961,68,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3682,0,0,0,1835044,68232,52568,0,0,0,8,984,69,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3683,0,0,0,1835308,68256,52576,0,0,0,14,574,72,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3684,0,0,0,1835308,68292,52592,0,0,1,12,701,73,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3685,0,0,0,1835308,68308,52604,0,0,0,11,508,67,0,0,100,0,-1,neo-slayer,2018-05-02,15:20:01
3686,0,0,0,1835184,68324,52616,0,0,0,16,163,68,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3687,0,0,0,1835184,68352,52628,0,0,0,11,237,69,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3688,0,0,0,1835184,68376,52640,0,0,0,13,286,70,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3689,0,0,0,1835184,68396,52652,0,0,0,13,266,71,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3690,0,0,0,1835184,68420,52668,0,0,0,14,230,67,0,0,99,1,-1,neo-slayer,2018-05-02,15:20:01
3691,0,0,0,1835184,68428,52680,0,0,0,11,219,66,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3692,0,0,0,1835184,68444,52692,0,0,0,11,166,68,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3693,0,0,0,1835168,68464,52708,0,0,0,16,259,68,0,0,99,1,-1,neo-slayer,2018-05-02,15:20:01
3694,0,0,0,1835152,68472,52720,0,0,0,10,122,66,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3695,0,0,0,1835152,68484,52732,0,0,0,16,148,69,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3696,0,0,0,1835028,68500,52744,0,0,0,8,122,66,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3697,0,0,0,1834904,68512,52756,0,0,0,19,133,70,0,0,99,1,-1,neo-slayer,2018-05-02,15:20:01
3698,0,0,0,1835028,68532,52768,0,0,0,14,241,69,0,0,99,1,-1,neo-slayer,2018-05-02,15:20:01
3699,0,0,0,1834904,68552,52780,0,0,0,12,403,67,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3700,0,0,0,1835036,68580,52796,0,0,1,16,971,68,0,0,99,1,-1,neo-slayer,2018-05-02,15:20:01
3701,0,0,0,1834788,68596,52804,0,0,0,12,472,67,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3702,0,0,0,1834788,68620,52816,0,0,0,9,363,71,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3703,0,0,0,1834268,68636,52832,0,0,0,11,340,73,0,0,100,0,-1,neo-slayer,2018-05-02,15:20:01
3704,0,0,0,1834672,68644,52848,0,0,0,15,712,68,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3705,0,0,0,1834672,68660,52856,0,0,0,11,898,66,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3706,0,0,0,1834672,68680,52872,0,0,0,13,640,66,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3707,0,0,0,1834424,68696,52880,0,0,0,13,143,65,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3708,0,0,0,1834424,68712,52892,0,0,0,10,588,65,0,0,100,0,-1,neo-slayer,2018-05-02,15:20:01
3709,0,0,0,1834548,68732,52904,0,0,0,12,973,66,0,0,100,0,-1,neo-slayer,2018-05-02,15:20:01
3710,0,0,0,1834300,68748,52916,0,0,0,10,76,66,0,0,100,0,-1,neo-slayer,2018-05-02,15:20:01
3711,0,0,0,1834424,68756,52928,0,0,0,12,94,66,0,0,100,0,-1,neo-slayer,2018-05-02,15:20:01
3712,0,0,0,1834424,68780,52944,0,0,0,11,271,70,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3713,0,0,0,1834300,68808,52956,0,0,0,11,613,73,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3714,0,0,0,1834424,68816,52968,0,0,0,11,108,73,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3715,0,0,0,1834300,68832,52980,0,0,0,11,85,72,0,0,100,0,-1,neo-slayer,2018-05-02,15:20:01
3716,0,0,0,1834284,68852,52992,0,0,1,11,153,73,0,0,100,0,-1,neo-slayer,2018-05-02,15:20:01
3717,0,0,0,1834284,68860,53004,0,0,0,11,122,72,0,0,100,0,-1,neo-slayer,2018-05-02,15:20:01
3718,0,0,0,1834120,68880,53012,0,0,0,14,91,68,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3719,0,0,0,1834284,68896,53020,0,0,0,9,89,67,0,0,100,0,-1,neo-slayer,2018-05-02,15:20:01
3720,0,0,0,1834036,68924,53040,0,0,0,12,77,75,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3721,0,0,0,1833972,68936,53064,0,0,0,14,83,71,0,0,100,0,-1,neo-slayer,2018-05-02,15:20:01
3722,0,0,0,1834096,68960,53048,0,0,0,10,100,67,0,0,99,0,-1,neo-slayer,2018-05-02,15:20:01
3723,1,0,0,1834160,68972,53076,0,0,1,6,380,30,0,0,99,0,-1,neo-slayer,2018-05-02,15:40:01
3724,0,0,0,1833912,69000,53080,0,0,0,14,200,70,0,0,99,0,-1,neo-slayer,2018-05-02,15:40:01
3725,0,0,0,1834036,69016,53100,0,0,0,15,115,68,0,0,99,0,-1,neo-slayer,2018-05-02,15:40:01
3726,0,0,0,1834036,69028,53112,0,0,0,9,96,67,0,0,100,0,-1,neo-slayer,2018-05-02,15:40:01
3727,0,0,0,1833864,69044,53108,0,0,0,12,257,68,0,0,100,0,-1,neo-slayer,2018-05-02,15:40:01
3728,0,0,0,1833788,69048,53132,0,0,0,10,201,67,0,0,99,0,-1,neo-slayer,2018-05-02,15:40:01
3729,0,0,0,1833788,69072,53152,0,0,0,12,602,68,0,0,99,0,-1,neo-slayer,2018-05-02,15:40:01
3730,0,0,0,1833912,69092,53160,0,0,0,14,222,68,0,0,99,0,-1,neo-slayer,2018-05-02,15:40:01
3731,0,0,0,1833788,69112,53176,0,0,0,11,281,68,0,0,100,0,-1,neo-slayer,2018-05-02,15:40:01
3732,0,0,0,1833664,69132,53184,0,0,1,13,625,68,0,0,99,0,-1,neo-slayer,2018-05-02,15:40:01
3733,0,0,0,1833664,69156,53200,0,0,0,11,186,67,0,0,100,0,-1,neo-slayer,2018-05-02,15:40:01
3734,0,0,0,1833772,69164,53192,0,0,0,9,296,66,0,0,100,0,-1,neo-slayer,2018-05-02,15:40:01
3735,0,0,0,1833524,69188,53220,0,0,0,12,322,68,0,0,100,0,-1,neo-slayer,2018-05-02,15:40:01
3736,0,0,0,1833368,69196,53216,0,0,0,9,100,67,0,0,100,0,-1,neo-slayer,2018-05-02,15:40:01
3737,0,0,0,1833524,69208,53244,0,0,0,14,154,67,0,0,100,0,-1,neo-slayer,2018-05-02,15:40:01
3738,0,0,0,1833524,69224,53256,0,0,0,9,101,66,0,0,100,0,-1,neo-slayer,2018-05-02,15:40:01
3739,0,0,0,1833516,69240,53268,0,0,0,13,542,68,0,0,99,0,-1,neo-slayer,2018-05-02,15:40:01
3740,0,0,0,1833524,69268,53280,0,0,0,9,329,72,0,0,99,0,-1,neo-slayer,2018-05-02,15:40:01
3741,0,0,0,1833400,69280,53292,0,0,0,12,363,69,0,0,99,0,-1,neo-slayer,2018-05-02,15:40:01
3742,0,0,0,1833400,69304,53304,0,0,0,10,342,65,0,0,100,0,-1,neo-slayer,2018-05-02,15:40:01
3743,0,0,0,1832600,69324,53312,0,0,0,14,166,71,0,0,99,0,-1,neo-slayer,2018-05-02,15:40:01
3744,0,0,0,1833460,69356,53328,0,0,0,18,134,72,0,0,99,0,-1,neo-slayer,2018-05-02,15:40:01
3745,0,0,0,1833460,69380,53344,0,0,0,12,331,67,0,0,99,0,-1,neo-slayer,2018-05-02,15:40:01
3746,0,0,0,1833328,69424,53312,0,0,0,53,196,71,0,0,99,1,-1,neo-slayer,2018-05-02,15:40:01
3747,0,0,0,1833204,69452,53328,0,0,0,12,187,67,0,0,99,0,-1,neo-slayer,2018-05-02,15:40:01
3748,0,0,0,1833204,69472,53336,0,0,1,10,188,66,0,0,100,0,-1,neo-slayer,2018-05-02,15:40:01
3749,0,0,0,1833080,69496,53352,0,0,0,12,211,65,0,0,99,0,-1,neo-slayer,2018-05-02,15:40:01
3750,0,0,0,1833328,69508,53360,0,0,0,10,249,65,0,0,100,0,-1,neo-slayer,2018-05-02,15:40:01
3751,0,0,0,1833276,69540,53368,0,0,0,13,357,57,0,0,99,1,-1,neo-slayer,2018-05-02,15:40:01
3752,0,0,0,1833152,69560,53384,0,0,0,10,445,65,0,0,100,0,-1,neo-slayer,2018-05-02,15:40:01
3753,0,0,0,1833152,69572,53396,0,0,0,12,492,66,0,0,100,0,-1,neo-slayer,2018-05-02,15:40:01
3754,0,0,0,1833152,69600,53408,0,0,0,10,1148,64,0,0,99,0,-1,neo-slayer,2018-05-02,15:40:01
3755,0,0,0,1833276,69616,53416,0,0,0,11,339,66,0,0,100,0,-1,neo-slayer,2018-05-02,15:40:01
3756,0,0,0,1833152,69644,53432,0,0,0,11,404,65,0,0,100,0,-1,neo-slayer,2018-05-02,15:40:01
3757,0,0,0,1833152,69664,53440,0,0,0,11,200,66,0,0,100,0,-1,neo-slayer,2018-05-02,15:40:01
3758,0,0,0,1833028,69684,53452,0,0,0,11,272,65,0,0,100,0,-1,neo-slayer,2018-05-02,15:40:01
3759,0,0,0,1832904,69712,53464,0,0,0,12,203,65,0,0,100,0,-1,neo-slayer,2018-05-02,15:40:01
3760,0,0,0,1832888,69736,53472,0,0,0,16,166,67,0,0,99,0,-1,neo-slayer,2018-05-02,15:40:01
3761,0,0,0,1832764,69752,53488,0,0,0,12,961,64,0,0,99,0,-1,neo-slayer,2018-05-02,15:40:01
3762,0,0,0,1832888,69772,53496,0,0,0,6,1337,70,0,0,100,0,-1,neo-slayer,2018-05-02,15:40:01
3763,0,0,0,1832888,69808,53512,0,0,0,18,312,73,0,0,99,1,-1,neo-slayer,2018-05-02,15:40:01
