,r,b,swpd,livre,buffer,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,name,date,time
0,1,0,0,1689696,219828,44700,0,0,1,5,21,28,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
1,1,0,0,1689540,219832,44708,0,0,0,18,46,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
2,0,0,0,1689540,219832,44712,0,0,0,8,38,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
3,0,0,0,1689540,219848,44716,0,0,0,12,39,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
4,0,0,0,1689540,219860,44716,0,0,0,9,40,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
5,0,0,0,1689664,219864,44716,0,0,0,9,39,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
6,0,0,0,1689664,219872,44716,0,0,0,10,44,58,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
7,0,0,0,1689664,219884,44716,0,0,0,9,38,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
8,0,0,0,1689540,219908,44716,0,0,0,10,42,60,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
9,0,0,0,1689416,219932,44716,0,0,0,8,40,60,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
10,0,0,0,1689416,219944,44716,0,0,0,10,40,60,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
11,1,0,0,1689292,219960,44716,0,0,0,9,39,61,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
12,0,0,0,1689416,219980,44716,0,0,0,8,41,61,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
13,0,0,0,1689292,219988,44716,0,0,0,8,40,60,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
14,0,0,0,1689416,219992,44720,0,0,0,8,40,61,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
15,0,0,0,1689292,219996,44724,0,0,0,9,40,60,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
16,0,0,0,1689292,220004,44724,0,0,0,9,42,61,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
17,0,0,0,1689416,220016,44724,0,0,0,9,42,61,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
18,0,0,0,1689416,220024,44724,0,0,0,9,40,57,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
19,0,0,0,1689292,220032,44724,0,0,0,9,38,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
20,1,0,0,1689144,220044,44724,0,0,0,9,44,58,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
21,0,1,0,1689416,220076,44720,0,0,0,14,46,63,0,0,99,0,-1,neo-slayer,2018-05-02,00:00:01
22,0,0,0,1689416,220080,44724,0,0,0,6,39,61,0,0,99,0,-1,neo-slayer,2018-05-02,00:00:01
23,0,0,0,1689292,220088,44724,0,0,0,11,39,60,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
24,0,0,0,1689292,220092,44724,0,0,0,9,44,58,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
25,0,0,0,1689416,220092,44728,0,0,0,10,38,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
26,0,0,0,1689292,220104,44728,0,0,0,8,36,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
27,0,0,0,1689268,220120,44744,0,0,0,10,38,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
28,0,0,0,1689292,220124,44732,0,0,0,8,37,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
29,0,0,0,1689236,220148,44744,0,0,0,10,52,61,0,0,99,0,-1,neo-slayer,2018-05-02,00:00:01
30,0,0,0,1689168,220164,44732,0,0,0,10,37,57,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
31,1,0,0,1689160,220168,44720,0,0,0,9,37,57,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
32,0,0,0,1688656,220172,44736,0,0,0,9,43,57,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
33,0,0,0,1689012,220184,44724,0,0,0,8,41,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
34,0,0,0,1688888,220192,44736,0,0,0,8,38,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
35,0,0,0,1688888,220196,44740,0,0,0,9,37,57,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
36,0,0,0,1688872,220196,44720,0,0,0,8,38,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
37,0,0,0,1688856,220208,44744,0,0,0,12,43,59,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
38,0,0,0,1688740,220224,44748,0,0,0,8,37,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
39,0,0,0,1688772,220228,44752,0,0,0,11,38,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
40,0,0,0,1688864,220236,44752,0,0,0,8,37,53,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
41,1,0,0,1688912,220244,44744,0,0,0,12,49,61,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
42,0,0,0,1688788,220260,44748,0,0,0,11,39,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
43,0,0,0,1688980,220276,44744,0,0,0,9,40,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
44,0,0,0,1688764,220296,44744,0,0,0,9,40,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
45,0,0,0,1688872,220320,44728,0,0,0,8,39,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
46,0,0,0,1688772,220336,44732,0,0,0,9,39,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
47,0,0,0,1688796,220344,44744,0,0,0,10,38,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
48,0,0,0,1689004,220356,44748,0,0,0,8,38,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
49,0,0,0,1688896,220372,44752,0,0,0,9,38,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
50,0,0,0,1689012,220384,44740,0,0,0,9,37,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
51,0,0,0,1688724,220392,44748,0,0,0,10,37,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
52,0,0,0,1688672,220404,44752,0,0,0,7,48,49,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
53,0,0,0,1688284,220416,44756,0,0,0,8,47,59,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
54,0,0,0,1687772,220424,44760,0,0,0,12,58,65,0,0,99,0,-1,neo-slayer,2018-05-02,00:00:01
55,0,0,0,1688036,220436,44760,0,0,0,10,72,70,0,0,99,0,-1,neo-slayer,2018-05-02,00:00:01
56,0,0,0,1688160,220460,44760,0,0,0,10,40,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
57,0,0,0,1688036,220476,44760,0,0,0,9,38,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
58,1,0,0,1688036,220496,44760,0,0,0,10,39,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
59,0,0,0,1687788,220520,44760,0,0,0,8,37,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
60,0,0,0,1687112,220536,44764,0,0,0,9,44,60,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
61,1,0,0,1687904,220540,44760,0,0,0,14,51,59,0,0,99,0,-1,neo-slayer,2018-05-02,00:00:01
62,0,0,0,1687780,220560,44764,0,0,0,8,38,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
63,0,0,0,1688416,220576,44760,0,0,0,10,39,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
64,0,0,0,1688540,220596,44760,0,0,0,9,40,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
65,0,0,0,1688540,220608,44764,0,0,0,8,36,57,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
66,0,0,0,1687904,220612,44768,0,0,0,11,42,58,0,0,99,0,-1,neo-slayer,2018-05-02,00:00:01
67,0,0,0,1688540,220620,44764,0,0,0,8,39,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
68,0,0,0,1688540,220624,44764,0,0,0,10,38,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
69,0,0,0,1688664,220632,44764,0,0,0,10,39,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
70,0,0,0,1688664,220640,44764,0,0,0,10,36,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
71,0,0,0,1688540,220648,44764,0,0,0,8,37,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
72,0,0,0,1688664,220664,44764,0,0,0,9,38,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
73,0,0,0,1688540,220684,44764,0,0,0,9,37,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
74,0,0,0,1688540,220696,44768,0,0,0,9,38,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
75,0,0,0,1688664,220716,44772,0,0,0,15,59,62,0,0,99,1,-1,neo-slayer,2018-05-02,00:00:01
76,0,0,0,1688540,220724,44772,0,0,0,8,37,53,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
77,0,0,0,1687780,220728,44776,0,0,0,10,44,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
78,0,0,0,1688540,220732,44772,0,0,0,8,41,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
79,0,0,0,1688540,220744,44776,0,0,0,8,37,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:00:01
80,1,0,0,1688456,220760,44776,0,0,1,5,21,28,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
81,0,0,0,1688424,220768,44776,0,0,0,11,44,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
82,0,0,0,1688300,220784,44776,0,0,0,8,38,53,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
83,0,0,0,1687556,220804,44784,0,0,0,12,91,72,1,0,99,0,-1,neo-slayer,2018-05-02,00:20:01
84,0,0,0,1688036,220820,44784,0,0,0,9,64,64,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
85,0,0,0,1688176,220824,44780,0,0,0,12,59,58,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
86,0,0,0,1688176,220832,44780,0,0,0,8,48,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
87,1,0,0,1688300,220832,44780,0,0,0,8,47,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
88,0,0,0,1688300,220848,44784,0,0,0,13,49,58,0,0,99,0,-1,neo-slayer,2018-05-02,00:20:01
89,0,0,0,1688300,220860,44784,0,0,0,8,46,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
90,0,0,0,1688300,220860,44784,0,0,0,9,48,58,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
91,0,0,0,1688300,220864,44784,0,0,0,12,47,57,0,0,99,0,-1,neo-slayer,2018-05-02,00:20:01
92,0,0,0,1688300,220876,44788,0,0,0,7,49,56,0,0,99,0,-1,neo-slayer,2018-05-02,00:20:01
93,0,0,0,1688424,220896,44792,0,0,0,10,48,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
94,0,0,0,1688176,220912,44792,0,0,0,9,46,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
95,0,0,0,1687680,220936,44792,0,0,0,10,60,59,0,0,99,0,-1,neo-slayer,2018-05-02,00:20:01
96,0,0,0,1688176,220952,44792,0,0,0,9,45,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
97,0,0,0,1688176,220976,44792,0,0,0,9,38,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
98,0,0,0,1687928,220996,44792,0,0,0,8,38,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
99,0,0,0,1688176,221008,44792,0,0,0,8,36,54,0,0,99,0,-1,neo-slayer,2018-05-02,00:20:01
100,0,0,0,1687772,221028,44792,0,0,0,9,43,58,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
101,0,0,0,1688052,221052,44792,0,0,0,10,41,57,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
102,0,0,0,1687928,221060,44796,0,0,0,9,39,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
103,0,0,0,1688052,221068,44796,0,0,0,11,38,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
104,0,0,0,1687928,221072,44796,0,0,0,8,39,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
105,0,0,0,1688052,221080,44796,0,0,0,8,37,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
106,0,0,0,1688052,221092,44796,0,0,0,9,38,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
107,0,0,0,1688052,221104,44800,0,0,0,8,36,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
108,0,0,0,1688052,221120,44800,0,0,0,9,38,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
109,0,0,0,1688052,221152,44800,0,0,0,13,37,56,0,0,99,0,-1,neo-slayer,2018-05-02,00:20:01
110,0,0,0,1688052,221168,44800,0,0,0,6,36,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
111,0,0,0,1688052,221192,44800,0,0,0,9,37,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
112,0,0,0,1687928,221212,44800,0,0,0,8,39,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
113,0,0,0,1687804,221224,44800,0,0,0,8,37,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
114,0,0,0,1687804,221244,44800,0,0,0,9,38,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
115,0,0,0,1688052,221264,44804,0,0,0,10,37,56,0,0,99,0,-1,neo-slayer,2018-05-02,00:20:01
116,0,0,0,1687928,221280,44804,0,0,0,9,39,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
117,0,0,0,1687928,221292,44804,0,0,0,10,40,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
118,0,0,0,1687804,221316,44804,0,0,0,8,38,53,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
119,0,0,0,1687804,221336,44804,0,0,0,8,37,53,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
120,0,0,0,1687680,221348,44804,0,0,0,9,39,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
121,0,0,0,1687096,221452,45244,0,0,71,69,115,124,1,0,96,3,-1,neo-slayer,2018-05-02,00:20:01
122,0,0,0,1687220,221468,45244,0,0,0,10,50,60,0,0,99,0,-1,neo-slayer,2018-05-02,00:20:01
123,0,0,0,1687096,221484,45244,0,0,0,25,43,52,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
124,0,0,0,1687096,221500,45244,0,0,0,8,39,53,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
125,0,0,0,1687220,221512,45244,0,0,0,10,41,53,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
126,0,0,0,1687096,221524,45236,0,0,1,29,52,61,0,0,99,1,-1,neo-slayer,2018-05-02,00:20:01
127,0,0,0,1687220,221536,45236,0,0,0,8,37,53,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
128,0,0,0,1687096,221544,45236,0,0,0,16,40,53,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
129,0,0,0,1687096,221556,45236,0,0,0,8,39,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
130,0,0,0,1687096,221568,45240,0,0,0,9,38,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
131,0,0,0,1687096,221584,45240,0,0,0,9,37,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
132,0,0,0,1686972,221604,45240,0,0,0,8,39,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
133,0,0,0,1686972,221612,45240,0,0,0,8,39,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
134,0,0,0,1686972,221616,45240,0,0,0,9,39,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
135,0,0,0,1686972,221628,45240,0,0,0,8,37,53,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
136,0,0,0,1686972,221640,45240,0,0,0,8,38,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
137,0,0,0,1686972,221648,45244,0,0,0,9,38,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
138,0,0,0,1686972,221652,45244,0,0,0,8,37,52,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
139,0,0,0,1686972,221668,45244,0,0,0,9,36,52,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
140,0,0,0,1686848,221684,45248,0,0,0,10,36,52,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
141,0,0,0,1686848,221692,45252,0,0,0,14,117,60,0,0,99,0,-1,neo-slayer,2018-05-02,00:20:01
142,0,0,0,1686848,221704,45252,0,0,0,6,38,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
143,0,0,0,1686848,221720,45252,0,0,0,13,39,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
144,0,0,0,1686848,221732,45256,0,0,0,8,39,57,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
145,0,0,0,1686724,221752,45256,0,0,0,9,51,61,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
146,0,0,0,1686724,221776,45256,0,0,0,10,38,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
147,0,0,0,1686600,221796,45256,0,0,0,8,36,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
148,0,0,0,1686724,221808,45256,0,0,0,8,39,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
149,1,0,0,1686724,221828,45256,0,0,0,9,40,57,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
150,0,0,0,1686724,221840,45256,0,0,0,8,38,57,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
151,0,0,0,1686716,221844,45256,0,0,0,8,36,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
152,0,0,0,1686724,221860,45260,0,0,0,11,40,57,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
153,0,0,0,1686692,221872,45252,0,0,0,8,39,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
154,0,0,0,1686724,221888,45260,0,0,0,9,39,58,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
155,0,0,0,1686700,221896,45268,0,0,0,8,38,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
156,0,0,0,1686352,221908,45260,0,0,0,8,42,60,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
157,0,0,0,1686576,221928,45264,0,0,0,12,40,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
158,0,0,0,1686568,221940,45260,0,0,0,8,38,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
159,1,0,0,1686700,221944,45260,0,0,0,8,38,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:20:01
160,1,0,0,1686764,221964,45264,0,0,1,5,21,28,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
161,0,0,0,1686716,221972,45268,0,0,0,10,43,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
162,0,0,0,1686732,221984,45268,0,0,0,9,39,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
163,0,0,0,1686576,221992,45268,0,0,0,11,39,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
164,0,0,0,1686428,222000,45268,0,0,0,8,39,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
165,1,0,0,1686428,222016,45252,0,0,0,8,39,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
166,0,0,0,1686592,222028,45284,0,0,0,9,39,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
167,0,0,0,1686304,222044,45252,0,0,0,8,38,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
168,0,0,0,1686312,222068,45256,0,0,0,8,40,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
169,0,0,0,1686304,222092,45280,0,0,0,10,40,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
170,0,0,0,1686428,222108,45256,0,0,0,8,38,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
171,0,0,0,1686460,222120,45284,0,0,0,8,38,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
172,0,0,0,1686360,222128,45272,0,0,0,9,40,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
173,0,0,0,1686360,222140,45272,0,0,0,8,40,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
174,0,0,0,1686484,222144,45276,0,0,0,9,38,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
175,0,0,0,1685972,222156,45280,0,0,0,9,43,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
176,0,0,0,1686536,222168,45280,0,0,0,9,58,59,0,0,99,0,-1,neo-slayer,2018-05-02,00:40:01
177,0,0,0,1686576,222188,45268,0,0,0,8,38,53,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
178,0,0,0,1686288,222200,45272,0,0,0,9,37,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
179,0,0,0,1685988,222208,45276,0,0,0,6,42,48,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
180,0,0,0,1685444,222224,45280,0,0,0,8,45,61,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
181,0,0,0,1685864,222244,45276,0,0,0,13,45,56,0,0,99,0,-1,neo-slayer,2018-05-02,00:40:01
182,0,0,0,1686112,222256,45276,0,0,0,8,38,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
183,0,0,0,1686236,222272,45276,0,0,0,8,38,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
184,0,0,0,1686112,222288,45280,0,0,0,9,43,57,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
185,0,0,0,1686236,222300,45284,0,0,0,8,38,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
186,0,0,0,1685988,222308,45284,0,0,0,11,41,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
187,0,0,0,1686112,222328,45284,0,0,0,8,38,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
188,0,0,0,1686112,222344,45284,0,0,0,8,40,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
189,0,0,0,1686236,222360,45284,0,0,0,8,38,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
190,0,0,0,1686236,222380,45288,0,0,0,8,37,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
191,0,0,0,1686236,222388,45288,0,0,0,9,38,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
192,0,0,0,1686112,222404,45288,0,0,0,8,40,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
193,0,0,0,1685988,222420,45288,0,0,0,9,38,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
194,0,0,0,1685988,222440,45288,0,0,0,8,39,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
195,0,0,0,1685864,222452,45288,0,0,0,8,38,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
196,0,0,0,1686112,222456,45288,0,0,0,9,39,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
197,0,0,0,1686112,222464,45288,0,0,0,8,38,53,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
198,0,0,0,1686112,222472,45288,0,0,0,8,38,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
199,0,0,0,1685988,222492,45292,0,0,0,9,37,53,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
200,0,0,0,1686112,222504,45292,0,0,0,9,39,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
201,0,0,0,1686112,222508,45292,0,0,0,10,47,64,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
202,0,0,0,1686112,222516,45292,0,0,0,11,39,57,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
203,0,0,0,1686112,222520,45292,0,0,0,8,38,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
204,0,0,0,1685864,222532,45292,0,0,0,9,40,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
205,0,0,0,1685988,222548,45296,0,0,0,9,39,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
206,0,0,0,1685864,222564,45296,0,0,0,8,39,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
207,0,0,0,1685864,222576,45296,0,0,0,9,37,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
208,0,0,0,1685864,222588,45296,0,0,0,10,40,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
209,0,0,0,1685864,222600,45296,0,0,0,8,38,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
210,0,0,0,1685988,222612,45296,0,0,0,9,39,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
211,0,0,0,1685988,222640,45284,0,0,0,48,40,60,0,0,99,0,-1,neo-slayer,2018-05-02,00:40:01
212,0,0,0,1685988,222648,45296,0,0,0,7,40,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
213,0,0,0,1685988,222652,45296,0,0,0,11,39,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
214,0,0,0,1685988,222656,45296,0,0,0,9,37,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
215,0,0,0,1685988,222656,45296,0,0,0,8,37,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
216,0,0,0,1686112,222660,45296,0,0,0,10,40,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
217,0,0,0,1686112,222668,45300,0,0,0,8,39,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
218,0,0,0,1686112,222672,45300,0,0,0,8,38,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
219,0,0,0,1685988,222684,45300,0,0,0,9,37,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
220,0,0,0,1685708,222704,45300,0,0,0,8,42,58,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
221,0,0,0,1685864,222712,45300,0,0,0,13,43,56,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
222,0,0,0,1686112,222736,45300,0,0,0,8,38,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
223,0,0,0,1685864,222760,45300,0,0,0,8,36,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
224,0,0,0,1685988,222768,45300,0,0,0,9,40,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
225,0,0,0,1685864,222768,45300,0,0,0,8,38,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
226,0,0,0,1685864,222776,45300,0,0,0,8,40,55,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
227,1,0,0,1685864,222796,45300,0,0,0,9,36,54,0,0,100,0,-1,neo-slayer,2018-05-02,00:40:01
